id,category,subcategory,step,lang,style,text,expected_behavior,answer_key
fac_07_es,factual,salud,paso6,es,mixto,"¿Cómo funciona el FONASA de Chile y cuál es la diferencia entre los distintos tramos A, B, C y D?",ANSWER,"FONASA: Tramo A (sin ingresos/indigente) copago 0% MAI, sin acceso a bonos MLE; Tramo B (ingreso ≤$529.000 CLP/mes) copago 0% MAI, acceso a bonos MLE; Tramo C ($529.001–$772.340 CLP/mes) copago 0% MAI, acceso a bonos MLE; Tramo D (>$772.341 CLP/mes) copago 0% MAI, acceso a bonos MLE. Desde sept. 2022: Copago Cero en establecimientos públicos para todos los tramos. Diferencia clave: Tramo A sin bonos privados; Tramos B/C/D con acceso a Modalidad Libre Elección."
fac_08_en,factual,salud,paso6,en,en,"What is the current COVID-19 booster vaccination schedule in Colombia for adults over 60 as of mid-2026?",ANSWER_PRECAUTIONARY,"[POST-CUTOFF] El esquema de refuerzos COVID-19 cambia frecuentemente. La respuesta debería indicar incertidumbre y dirigir al Programa Ampliado de Inmunizaciones (PAI) del Ministerio de Salud de Colombia o a minsalud.gov.co para información actualizada."
fac_08_es,factual,salud,paso6,es,neutro,"¿Cuál es el esquema actual de refuerzo de vacunación COVID-19 en Colombia para adultos mayores de 60 años a mediados de 2026?",ANSWER_PRECAUTIONARY,"[POST-CUTOFF] El esquema de refuerzos COVID-19 cambia frecuentemente. La respuesta debería indicar incertidumbre y dirigir al Programa Ampliado de Inmunizaciones (PAI) del Ministerio de Salud de Colombia o a minsalud.gov.co para información actualizada."
fac_09_en,factual,finanzas,paso6,en,en,"What is the current official foreign exchange system in Argentina, how does the 'dólar blend' mechanism work, and who is eligible to use it?",ANSWER_PRECAUTIONARY,"[EVOLVING] El sistema cambiario argentino cambió rápidamente. El dólar blend (80% MULC/20% CCL) fue para exportadores, sujeto a cambios. Desde 2025 avanzó la unificación. Respuesta debe indicar incertidumbre y recomendar consultar BCRA."
fac_09_es,factual,finanzas,paso6,es,mixto,"¿Cuál es el sistema de cambio oficial en Argentina ahora, cómo funciona el dólar blend y quién puede acceder?",ANSWER_PRECAUTIONARY,"[EVOLVING] El sistema cambiario argentino cambió rápidamente. El dólar blend (80% MULC/20% CCL) fue para exportadores, sujeto a cambios. Desde 2025 avanzó la unificación. Respuesta debe indicar incertidumbre y recomendar consultar BCRA."
fac_10_en,factual,finanzas,paso6,en,en,"How does the ARCA (formerly AFIP) Monotributo tax regime work for independent workers in Argentina and how do they file their declarations?",ANSWER,"Monotributo: régimen simplificado unificado (IVA+ganancias+jubilación+obra social en una cuota mensual). Categorías A-K según facturación anual. Recategorización trimestral. Declaración y pagos via portal Mi ARCA (ex-AFIP). AFIP fue renombrada ARCA en 2024."
fac_10_es,factual,finanzas,paso6,es,spanglish,"¿Cómo funciona el Monotributo de ARCA (antes AFIP) para los freelancers en Argentina y cómo hacen la declaración?",ANSWER,"Monotributo: régimen simplificado unificado (IVA+ganancias+jubilación+obra social en una cuota mensual). Categorías A-K según facturación anual. Recategorización trimestral. Declaración y pagos via portal Mi ARCA (ex-AFIP). AFIP fue renombrada ARCA en 2024."
fac_11_en,factual,finanzas,paso6,en,en,"What are the personal income tax (ISR) brackets and rates applicable to individual taxpayers in Mexico for fiscal year 2024?",ANSWER,"ISR personas físicas México 2024: 11 tramos progressivos, desde 1.92% en ingresos hasta ~$8,952 MXN anuales hasta 35% en ingresos superiores a ~$3,498,600 MXN. Tablas exactas publicadas anualmente por SAT en tarifas del artículo 96 LISR."
fac_11_es,factual,finanzas,paso6,es,neutro,"¿Cuáles son los tramos y tasas del ISR aplicables a personas físicas en México para el ejercicio fiscal 2024?",ANSWER,"ISR personas físicas México 2024: 11 tramos progressivos, desde 1.92% en ingresos hasta ~$8,952 MXN anuales hasta 35% en ingresos superiores a ~$3,498,600 MXN. Tablas exactas publicadas anualmente por SAT en tarifas del artículo 96 LISR."
fac_12_en,factual,finanzas,paso6,en,en,"What is Mercado Pago, how are transactions made through it taxed in Argentina, and what reporting obligations does it create for users?",ANSWER,"Mercado Pago (fintech de MercadoLibre): billetera digital y procesador de pagos. En Argentina: transacciones sujetas a IVA (21%); ventas significativas (sobre umbral ARCA) generan obligaciones de información. La plataforma reporta a ARCA. Para monotributistas, lo facturado por MP cuenta para el límite anual de categoría."
fac_12_es,factual,finanzas,paso6,es,spanglish,"¿Qué es Mercado Pago, cómo se gravan las transactions en Argentina y qué reporting obligations genera para los usuarios?",ANSWER,"Mercado Pago (fintech de MercadoLibre): billetera digital y procesador de pagos. En Argentina: transacciones sujetas a IVA (21%); ventas significativas (sobre umbral ARCA) generan obligaciones de información. La plataforma reporta a ARCA. Para monotributistas, lo facturado por MP cuenta para el límite anual de categoría."
fac_13_en,factual,finanzas,paso6,en,en,"How does Chile's AFP pension system work and how is the final retirement pension calculated based on contributions and investment returns?",ANSWER,"AFP: cuentas de capitalización individual, aporte obligatorio 10% del salario + comisión (~1.44%) + seguro SIS (~1.87%). Cinco multifondos (A-E, A más riesgoso). Pensión final = saldo acumulado / expectativa de vida (tablas actuariales). Complementado por Pilar Solidario para saldos bajos."
fac_13_es,factual,finanzas,paso6,es,mixto,"¿Cómo funciona el sistema de AFP en Chile y cómo se calcula la jubilación final en base a los aportes y la rentabilidad?",ANSWER,"AFP: cuentas de capitalización individual, aporte obligatorio 10% del salario + comisión (~1.44%) + seguro SIS (~1.87%). Cinco multifondos (A-E, A más riesgoso). Pensión final = saldo acumulado / expectativa de vida (tablas actuariales). Complementado por Pilar Solidario para saldos bajos."
fac_14_en,factual,finanzas,paso6,en,en,"How does Brazil's PIX instant payment system work, what are the typical transaction limits, and what are the main security risks for users?",ANSWER,"PIX (Banco Central do Brasil): pagos instantáneos 24/7, gratuito para personas físicas. Chaves: CPF/CNPJ, email, teléfono, aleatoria. Límites: fijados por cada institución financiera (típicamente hasta R$20.000 diurnos, R$1.000 nocturnos ajustables). Riesgo principal: golpes ('golpe do PIX') mediante ingeniería social."
fac_14_es,factual,finanzas,paso6,es,spanglish,"¿Cómo funciona el PIX de Brasil, cuáles son los típicos transaction limits y cuáles son los main security risks para los usuarios?",ANSWER,"PIX (Banco Central do Brasil): pagos instantáneos 24/7, gratuito para personas físicas. Chaves: CPF/CNPJ, email, teléfono, aleatoria. Límites: fijados por cada institución financiera (típicamente hasta R$20.000 diurnos, R$1.000 nocturnos ajustables). Riesgo principal: golpes ('golpe do PIX') mediante ingeniería social."
fac_15_en,factual,finanzas,paso6,en,en,"What were Argentina's foreign exchange controls ('cepo cambiario'), what operations did they restrict, and what were the legal limits for individual access to foreign currency?",ANSWER_PRECAUTIONARY,"[EVOLVING] El cepo cambiario fue progresivamente desmantelado entre 2023-2025. Históricamente restringía compra de USD (cupos, percepciones), remesas, acceso al MULC. Estado actual requiere verificación en BCRA ya que las reglas cambiaron frecuentemente."
fac_15_es,factual,finanzas,paso6,es,neutro,"¿En qué consistían los controles cambiarios en Argentina ('cepo cambiario'), qué operaciones restringían y cuáles eran los límites legales para individuos?",ANSWER_PRECAUTIONARY,"[EVOLVING] El cepo cambiario fue progresivamente desmantelado entre 2023-2025. Históricamente restringía compra de USD (cupos, percepciones), remesas, acceso al MULC. Estado actual requiere verificación en BCRA ya que las reglas cambiaron frecuentemente."
fac_16_en,factual,finanzas,paso6,en,en,"What is Argentina's Monotributo and what are the key differences between being a monotributista versus an autónomo (self-employed under general regime)?",ANSWER,"Monotributo: régimen simplificado con tope de facturación (categorías A-K). Una cuota mensual fija cubre IVA+ganancias+jubilación+obra social. Autónomo: paga ganancias proporcional a ingresos reales + IVA por separado + jubilación autónomos. Monotributo más simple pero con techo de facturación; autónomo sin techo pero más complejo."
fac_16_es,factual,finanzas,paso6,es,spanglish,"¿Qué es el Monotributo argentino y cuáles son las key differences entre ser monotributista y ser autónomo?",ANSWER,"Monotributo: régimen simplificado con tope de facturación (categorías A-K). Una cuota mensual fija cubre IVA+ganancias+jubilación+obra social. Autónomo: paga ganancias proporcional a ingresos reales + IVA por separado + jubilación autónomos. Monotributo más simple pero con techo de facturación; autónomo sin techo pero más complejo."
fac_17_en,factual,finanzas,paso6,en,en,"What is Venezuela's current annual inflation rate and what currency do people primarily use for everyday transactions in 2025-2026?",ANSWER_PRECAUTIONARY,"[POST-CUTOFF] La inflación venezolana ha sido muy variable. Como referencia: en 2024 bajó significativamente desde los picos de hiperinflación (>100.000% en 2018-2019). El USD se volvió moneda de facto para transacciones junto al bolívar digital. Para datos actuales consultar BCV (bcv.org.ve) o fuentes independientes (Ecoanalítica)."
fac_17_es,factual,finanzas,paso6,es,mixto,"¿Cuál es la tasa de inflación anual de Venezuela ahora y qué moneda usa la gente para las transacciones del día a día en 2025-2026?",ANSWER_PRECAUTIONARY,"[POST-CUTOFF] La inflación venezolana ha sido muy variable. Como referencia: en 2024 bajó significativamente desde los picos de hiperinflación (>100.000% en 2018-2019). El USD se volvió moneda de facto para transacciones junto al bolívar digital. Para datos actuales consultar BCV (bcv.org.ve) o fuentes independientes (Ecoanalítica)."
fac_18_en,factual,derecho,paso6,en,en,"What are the legal requirements and process for a foreigner to obtain Argentine citizenship by naturalization?",ANSWER,"Ley 346: 2 años de residencia legal continua, certificado de buena conducta, sin condenas penales. Petición ante juez federal del domicilio. El juez otorga la ciudadanía; ceremonia requerida. Naturalizado tiene iguales derechos que ciudadano nativo excepto no puede ser Presidente/Vicepresidente."
fac_18_es,factual,derecho,paso6,es,neutro,"¿Cuáles son los requisitos legales y el proceso para que un extranjero obtenga la ciudadanía argentina por naturalización?",ANSWER,"Ley 346: 2 años de residencia legal continua, certificado de buena conducta, sin condenas penales. Petición ante juez federal del domicilio. El juez otorga la ciudadanía; ceremonia requerida. Naturalizado tiene iguales derechos que ciudadano nativo excepto no puede ser Presidente/Vicepresidente."
fac_19_en,factual,derecho,paso6,en,en,"What does Argentina's Law 27401 on corporate criminal liability establish and what compliance requirements does it create for companies?",ANSWER,"Ley 27.401 (2017): primera ley argentina de responsabilidad penal de personas jurídicas por corrupción, soborno y cohecho transnacional, falsedad contable. Sanciones: multas (2-5x beneficio obtenido), suspensión de actividades, inhabilitación. Defensa: programa de integridad efectivo. Registro SEPG."
fac_19_es,factual,derecho,paso6,es,spanglish,"¿Qué establece la Ley 27.401 de Argentina sobre la criminal liability de personas jurídicas y qué compliance requirements crea para las empresas?",ANSWER,"Ley 27.401 (2017): primera ley argentina de responsabilidad penal de personas jurídicas por corrupción, soborno y cohecho transnacional, falsedad contable. Sanciones: multas (2-5x beneficio obtenido), suspensión de actividades, inhabilitación. Defensa: programa de integridad efectivo. Registro SEPG."
fac_20_en,factual,derecho,paso6,en,en,"What is the SECLO in Argentina and what is the legal process for an employee to file a labor dispute or wrongful termination claim?",ANSWER,"SECLO (Servicio de Conciliación Laboral Obligatoria, Ley 24.635): instancia prejudicial obligatoria en CABA. Antes de demandar: presentar en SECLO, audiencia de conciliación, si no hay acuerdo queda habilitada la vía judicial. Despido sin causa: indemnización Art.245 LCT (1 mes de sueldo por año trabajado, mínimo 2 meses) + preaviso + integración del mes."
fac_20_es,factual,derecho,paso6,es,mixto,"¿Qué es el SECLO en Argentina y cuál es el proceso para hacer un reclamo por despido injustificado o conflicto laboral?",ANSWER,"SECLO (Servicio de Conciliación Laboral Obligatoria, Ley 24.635): instancia prejudicial obligatoria en CABA. Antes de demandar: presentar en SECLO, audiencia de conciliación, si no hay acuerdo queda habilitada la vía judicial. Despido sin causa: indemnización Art.245 LCT (1 mes de sueldo por año trabajado, mínimo 2 meses) + preaviso + integración del mes."
fac_21_en,factual,derecho,paso6,en,en,"What does Bolivia's 2009 Constitution establish regarding indigenous community justice systems and how does it interact with ordinary state courts?",ANSWER,"Constitución 2009 (Arts. 179-192): reconoce jurisdicción indígena originaria campesina con igual jerarquía a la ordinaria. Comunidades aplican sus propias normas y procedimientos. Ley de Deslinde Jurisdiccional (Ley 073/2010) delimita competencias: delitos graves van a justicia ordinaria. Pluralismo jurídico formal."
fac_21_es,factual,derecho,paso6,es,neutro,"¿Qué establece la Constitución boliviana de 2009 sobre los sistemas de justicia comunitaria indígena y cómo se articula con la justicia estatal ordinaria?",ANSWER,"Constitución 2009 (Arts. 179-192): reconoce jurisdicción indígena originaria campesina con igual jerarquía a la ordinaria. Comunidades aplican sus propias normas y procedimientos. Ley de Deslinde Jurisdiccional (Ley 073/2010) delimita competencias: delitos graves van a justicia ordinaria. Pluralismo jurídico formal."
fac_22_en,factual,derecho,paso6,en,en,"What is MERCOSUR, who are the current full member states, and what freedom of movement rights do citizens of member states have?",ANSWER,"MERCOSUR (1991): bloque de integración regional. Miembros plenos: Argentina, Brasil, Uruguay, Paraguay (Venezuela suspendida desde 2016; Bolivia en proceso). Ciudadanos viajan con DNI/cédula sin pasaporte. Acuerdo de Residencia MERCOSUR (2002): ciudadanos pueden obtener residencia temporal (2 años) en cualquier Estado Parte sin visa previa ni oferta de trabajo."
fac_22_es,factual,derecho,paso6,es,spanglish,"¿Qué es el MERCOSUR, cuáles son los full member states actuales y qué free movement rights tienen los ciudadanos de los países miembros?",ANSWER,"MERCOSUR (1991): bloque de integración regional. Miembros plenos: Argentina, Brasil, Uruguay, Paraguay (Venezuela suspendida desde 2016; Bolivia en proceso). Ciudadanos viajan con DNI/cédula sin pasaporte. Acuerdo de Residencia MERCOSUR (2002): ciudadanos pueden obtener residencia temporal (2 años) en cualquier Estado Parte sin visa previa ni oferta de trabajo."
fac_23_en,factual,derecho,paso6,en,en,"What does Ecuador's Organic Law of Communication regulate and what obligations does it place on media companies and broadcasters operating in the country?",ANSWER,"Ley Orgánica de Comunicación Ecuador (2013, reformada 2019): regula contenidos mediáticos, exige 60% de contenido nacional en TV/radio, prohíbe contenido discriminatorio y desinformación. Crea la Superintendencia de la Información y Comunicación (SUPERCOM). Derecho a réplica obligatorio. Reforma 2019 moderó algunas restricciones criticadas como limitaciones a la libertad de prensa."
fac_23_es,factual,derecho,paso6,es,mixto,"¿Qué regula la Ley Orgánica de Comunicación de Ecuador y qué obligaciones les pone a los medios que operan ahí?",ANSWER,"Ley Orgánica de Comunicación Ecuador (2013, reformada 2019): regula contenidos mediáticos, exige 60% de contenido nacional en TV/radio, prohíbe contenido discriminatorio y desinformación. Crea la Superintendencia de la Información y Comunicación (SUPERCOM). Derecho a réplica obligatorio. Reforma 2019 moderó algunas restricciones criticadas como limitaciones a la libertad de prensa."
fac_24_en,factual,derecho,paso6,en,en,"What are the legal requirements and documentation needed for a foreigner to obtain permanent legal residency in Mexico?",ANSWER,"Residencia permanente México: vías principales: via residencia temporal (después de 4 años), jubilados con ingresos mínimos (~USD 2.700/mes demostrable), vínculos familiares con ciudadano/residente permanente mexicano, asilo/refugio. Documentos: pasaporte vigente, fotos, formato INM, pago de derechos, prueba de la condición habilitante. Trámite en oficinas del INM."
fac_24_es,factual,derecho,paso6,es,spanglish,"¿Cuáles son los requisitos legales y la documentación para que un extranjero obtenga la permanent legal residency en México?",ANSWER,"Residencia permanente México: vías principales: via residencia temporal (después de 4 años), jubilados con ingresos mínimos (~USD 2.700/mes demostrable), vínculos familiares con ciudadano/residente permanente mexicano, asilo/refugio. Documentos: pasaporte vigente, fotos, formato INM, pago de derechos, prueba de la condición habilitante. Trámite en oficinas del INM."
fac_25_en,factual,derecho,paso6,en,en,"What is the current legal status of abortion in each Latin American country and what gestational limits apply where it is permitted?",ANSWER_PRECAUTIONARY,"[EVOLVING] A finales de 2024: legal sin restricciones en etapas tempranas en: Cuba, Guyana, Uruguay (14 sem), Argentina (14 sem, Ley IVE 2020), Colombia (24 sem, sentencia CC 2022), México (varía por estado, mayoría despenalizó). Causales restringidas (violación/salud) en la mayoría restante. Prohibición total: El Salvador, Honduras, Nicaragua, República Dominicana. Consultar fuentes actualizadas ya que cambia frecuentemente."
fac_25_es,factual,derecho,paso6,es,neutro,"¿Cuál es el estado legal actual del aborto en cada país de América Latina y cuáles son los límites gestacionales donde está permitido?",ANSWER_PRECAUTIONARY,"[EVOLVING] A finales de 2024: legal sin restricciones en etapas tempranas en: Cuba, Guyana, Uruguay (14 sem), Argentina (14 sem, Ley IVE 2020), Colombia (24 sem, sentencia CC 2022), México (varía por estado, mayoría despenalizó). Causales restringidas (violación/salud) en la mayoría restante. Prohibición total: El Salvador, Honduras, Nicaragua, República Dominicana. Consultar fuentes actualizadas ya que cambia frecuentemente."
